incident_id,date,time,activity_type,location_type,description,severity,risk_score,risk_level,weather,shift,ppe_compliance_pct,previous_incidents_30d,crew_size
INC-EXP-0539,2024-10-11,07:17,Scaffolding,Building Site,Damaged ladder rung on internal scaffold access tower.,Minor,40.5,MEDIUM,Rain,Day,76,0,8
INC-EXP-0540,2024-01-26,09:18,Excavation,Road/Access Area,Excavation depth exceeded benching ratio requirements.,Moderate,53.9,HIGH,Rain,Day,46,0,6
INC-EXP-0541,2025-05-31,17:45,Welding,Warehouse,Welding screen missing in shared work area.,Near Miss,46.1,MEDIUM,Clear,Day,55,1,7
INC-EXP-0542,2025-08-24,13:19,Housekeeping,Building Site,Spilled material not cleaned up promptly.,Near Miss,25.2,LOW,Clear,Day,80,0,10
INC-EXP-0543,2025-11-30,22:24,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Minor,55.8,HIGH,Windy,Night,100,0,9
INC-EXP-0544,2024-05-25,18:36,Scaffolding,Scaffolding Area,Overloaded scaffold bay holding excess brick pallets.,Near Miss,36.6,MEDIUM,Rain,Day,92,0,7
INC-EXP-0545,2024-04-06,13:13,Working at Height,Building Site,Ladder used beyond recommended height without stabilization.,Moderate,62.4,HIGH,Windy,Day,65,0,9
INC-EXP-0546,2024-04-10,14:00,Vehicle Movement,Road/Access Area,Forklift mast elevated while traveling in shared zone.,Minor,32.7,MEDIUM,Adverse,Day,88,0,1
INC-EXP-0547,2025-09-12,17:15,Lifting,Building Site,Sling showing visible wear used during heavy assembly hoist.,Major,49.0,HIGH,Clear,Day,64,1,9
INC-EXP-0548,2025-12-18,14:50,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,48.3,HIGH,Clear,Day,64,0,5
INC-EXP-0549,2025-08-17,10:06,Working at Height,Roof,Unprotected edge observed during elevated work.,Minor,61.5,HIGH,Rain,Day,80,0,9
INC-EXP-0550,2024-08-05,13:25,Excavation,Excavation Area,Underground utility markers ignored near mechanical digging.,Near Miss,60.1,HIGH,Adverse,Day,82,0,2
INC-EXP-0551,2026-01-10,17:32,Excavation,Road/Access Area,Water accumulation undermining trench base after rain.,Minor,44.7,MEDIUM,Clear,Day,60,0,7
INC-EXP-0552,2025-05-21,20:16,Material Handling,Warehouse,Heavy drum handled without designated drum gripper.,Major,51.6,HIGH,Rain,Night,63,0,3
INC-EXP-0553,2024-05-04,19:43,Welding,Warehouse,Welding conducted near flammable materials.,Minor,72.3,CRITICAL,Rain,Night,69,3,5
INC-EXP-0554,2025-02-10,23:30,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Minor,56.2,HIGH,Rain,Night,73,0,6
INC-EXP-0555,2025-10-03,17:30,Electrical Work,Building Site,Overloaded circuit breaker showing signs of overheating.,Minor,53.8,HIGH,Adverse,Day,90,1,7
INC-EXP-0556,2024-12-29,09:56,Electrical Work,Building Site,Absence of GFCI protection on portable power tools.,Moderate,64.6,HIGH,Adverse,Day,59,0,8
INC-EXP-0557,2025-02-02,13:42,Working at Height,Scaffolding Area,Worker observed near roof edge without guardrail.,Near Miss,58.9,HIGH,Windy,Day,52,0,1
INC-EXP-0558,2024-04-06,11:22,Scaffolding,Building Site,Damaged ladder rung on internal scaffold access tower.,Near Miss,42.5,MEDIUM,Clear,Day,100,0,1
INC-EXP-0559,2025-08-04,21:03,Working at Height,Building Site,Fall arrest harness not properly anchored.,Major,43.8,MEDIUM,Rain,Night,93,0,5
INC-EXP-0560,2025-11-10,08:38,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Moderate,65.6,CRITICAL,Adverse,Day,74,1,5
INC-EXP-0561,2024-12-06,22:03,Lifting,Warehouse,Load exceeded rated capacity of lifting equipment.,Minor,49.7,HIGH,Clear,Night,68,1,9
INC-EXP-0562,2024-08-04,22:21,Scaffolding,Building Site,Missing guardrail on scaffold platform.,Major,44.7,MEDIUM,Adverse,Night,91,0,9
INC-EXP-0563,2025-06-17,21:20,Welding,Building Site,Damaged gas hose connected to oxy-fuel cutting cylinder.,Near Miss,56.7,HIGH,Rain,Night,100,3,6
INC-EXP-0564,2025-11-24,12:07,Working at Height,Scaffolding Area,Worker observed near roof edge without guardrail.,Moderate,35.8,MEDIUM,Clear,Day,87,0,7
INC-EXP-0565,2025-11-21,08:53,Working at Height,Scaffolding Area,Unsecured tools at elevated height posing drop hazard.,Major,60.5,HIGH,Windy,Day,70,1,8
INC-EXP-0566,2024-07-07,10:16,Welding,Warehouse,Damaged gas hose connected to oxy-fuel cutting cylinder.,Major,54.4,HIGH,Rain,Day,92,3,5
INC-EXP-0567,2024-10-01,22:29,Vehicle Movement,Loading Area,Blind spot hazard noted at site access road.,Minor,53.6,HIGH,Adverse,Night,59,0,5
INC-EXP-0568,2025-03-31,12:36,Confined Space,Electrical Room,Permit-required confined space entry log not signed.,Near Miss,68.7,CRITICAL,Rain,Day,70,1,7
INC-EXP-0569,2025-06-27,17:01,Electrical Work,Building Site,Overloaded circuit breaker showing signs of overheating.,Minor,61.7,HIGH,Clear,Day,65,1,5
INC-EXP-0570,2025-01-23,18:58,Housekeeping,Building Site,Inadequate lighting along primary pedestrian egress corridor.,Near Miss,18.8,LOW,Clear,Day,78,0,1
INC-EXP-0571,2025-06-13,13:38,Lifting,Loading Area,Sling showing visible wear used during heavy assembly hoist.,Moderate,44.2,MEDIUM,Windy,Day,80,1,6
INC-EXP-0572,2025-04-03,19:38,Lifting,Warehouse,Improper lifting zone setup observed.,Moderate,67.9,CRITICAL,Windy,Night,64,2,8
INC-EXP-0573,2026-01-12,10:22,Excavation,Road/Access Area,Spoil pile placed too close to excavation edge.,Moderate,39.7,MEDIUM,Clear,Day,70,0,4
INC-EXP-0574,2025-01-26,11:09,Scaffolding,Building Site,"Scaffold base observed on uneven, unstable ground.",Moderate,54.0,HIGH,Clear,Day,73,1,3
INC-EXP-0575,2025-10-22,07:55,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Major,72.2,CRITICAL,Clear,Day,68,1,11
INC-EXP-0576,2024-02-08,20:44,Scaffolding,Building Site,Missing toe-boards on working platform exceeding six feet.,Major,52.6,HIGH,Rain,Night,74,0,3
INC-EXP-0577,2025-07-28,18:42,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Moderate,52.0,HIGH,Clear,Day,87,0,8
INC-EXP-0578,2024-01-16,14:29,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Near Miss,69.5,CRITICAL,Rain,Day,69,1,10
INC-EXP-0579,2024-07-04,19:41,Excavation,Excavation Area,No safe access/egress ladder provided in trench.,Moderate,61.0,HIGH,Clear,Night,52,0,3
INC-EXP-0580,2025-11-07,13:50,Electrical Work,Building Site,Overloaded circuit breaker showing signs of overheating.,Minor,58.2,HIGH,Clear,Day,65,0,9
INC-EXP-0581,2024-07-13,07:43,Lifting,Warehouse,Load exceeded rated capacity of lifting equipment.,Near Miss,46.8,MEDIUM,Clear,Day,75,1,4
INC-EXP-0582,2025-10-27,10:27,Welding,Building Site,Welding cables crossing wet floor without insulation mats.,Major,42.9,MEDIUM,Adverse,Day,91,0,7
INC-EXP-0583,2025-05-01,15:27,Housekeeping,Warehouse,Inadequate lighting along primary pedestrian egress corridor.,Minor,30.1,MEDIUM,Clear,Day,73,1,5
INC-EXP-0584,2025-09-17,11:58,Working at Height,Roof,Work on leading edge without adequate perimeter protection.,Minor,44.6,MEDIUM,Clear,Day,75,0,5
INC-EXP-0585,2024-09-13,18:37,Excavation,Excavation Area,Spoil pile placed too close to excavation edge.,Moderate,63.3,HIGH,Clear,Day,57,1,1
INC-EXP-0586,2024-03-05,16:36,Excavation,Excavation Area,Underground utility markers ignored near mechanical digging.,Moderate,54.6,HIGH,Rain,Day,78,1,5
INC-EXP-0587,2024-06-13,08:40,Electrical Work,Building Site,Uninsulated temporary power distribution board in active zone.,Minor,46.3,MEDIUM,Clear,Day,81,0,6
INC-EXP-0588,2025-06-23,09:36,Confined Space,Electrical Room,Restricted egress portal partially blocked by ventilation ducting.,Minor,56.0,HIGH,Adverse,Day,92,0,11
INC-EXP-0589,2025-05-04,13:57,Working at Height,Building Site,Worker observed near roof edge without guardrail.,Moderate,78.9,CRITICAL,Adverse,Day,90,3,9
INC-EXP-0590,2024-09-22,14:14,Housekeeping,Warehouse,Emergency eyewash station blocked by storage boxes.,Near Miss,43.5,MEDIUM,Clear,Day,65,0,7
INC-EXP-0591,2025-03-19,15:29,Welding,Warehouse,Damaged gas hose connected to oxy-fuel cutting cylinder.,Minor,45.9,MEDIUM,Clear,Day,68,0,10
INC-EXP-0592,2025-03-01,14:42,Electrical Work,Building Site,Overloaded circuit breaker showing signs of overheating.,Near Miss,41.3,MEDIUM,Windy,Day,94,0,4
INC-EXP-0593,2024-10-31,09:57,Scaffolding,Scaffolding Area,Missing toe-boards on working platform exceeding six feet.,Minor,39.4,MEDIUM,Windy,Day,87,0,1
INC-EXP-0594,2025-12-16,13:08,Excavation,Road/Access Area,Excavation depth exceeded benching ratio requirements.,Minor,33.6,MEDIUM,Clear,Day,95,0,4
INC-EXP-0595,2024-06-25,17:27,Housekeeping,Warehouse,Inadequate lighting along primary pedestrian egress corridor.,Minor,11.9,LOW,Clear,Day,87,0,9
INC-EXP-0596,2025-11-13,22:47,Housekeeping,Warehouse,Emergency eyewash station blocked by storage boxes.,Near Miss,30.0,MEDIUM,Clear,Night,48,0,4
INC-EXP-0597,2024-08-13,07:38,Housekeeping,Building Site,Inadequate lighting along primary pedestrian egress corridor.,Major,57.8,HIGH,Clear,Day,54,3,4
INC-EXP-0598,2025-12-11,08:55,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,28.7,MEDIUM,Clear,Day,66,0,3
INC-EXP-0599,2024-07-12,09:05,Vehicle Movement,Loading Area,Unattended vehicle left idling on active haul road.,Major,69.1,CRITICAL,Rain,Day,63,1,11
INC-EXP-0600,2025-09-10,11:18,Welding,Warehouse,Welding conducted near flammable materials.,Moderate,42.2,MEDIUM,Rain,Day,86,2,7
INC-EXP-0601,2025-06-02,08:50,Lifting,Building Site,Improper lifting zone setup observed.,Minor,46.7,MEDIUM,Adverse,Day,84,0,5
INC-EXP-0602,2026-01-12,14:36,Lifting,Loading Area,Tandem lift performed without approved lift plan.,Minor,50.7,HIGH,Clear,Day,59,0,3
INC-EXP-0603,2025-05-08,19:34,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Major,63.8,HIGH,Rain,Night,83,0,6
INC-EXP-0604,2025-11-24,22:21,Lifting,Building Site,Sling showing visible wear used during heavy assembly hoist.,Near Miss,40.0,MEDIUM,Adverse,Night,96,0,3
INC-EXP-0605,2024-04-20,11:50,Scaffolding,Building Site,Overloaded scaffold bay holding excess brick pallets.,Major,48.7,HIGH,Rain,Day,84,0,2
INC-EXP-0606,2024-03-12,16:50,Lifting,Warehouse,Improper lifting zone setup observed.,Near Miss,64.5,HIGH,Adverse,Day,62,0,9
INC-EXP-0607,2024-05-30,13:25,Lifting,Loading Area,Tandem lift performed without approved lift plan.,Major,57.7,HIGH,Adverse,Day,62,0,5
INC-EXP-0608,2024-05-02,09:22,Material Handling,Loading Area,Pallet racking upright bent by handling equipment.,Moderate,17.1,LOW,Clear,Day,94,0,4
INC-EXP-0609,2025-09-06,06:45,Confined Space,Excavation Area,Permit-required confined space entry log not signed.,Moderate,55.3,HIGH,Clear,Day,86,1,9
INC-EXP-0610,2025-03-22,22:52,Lifting,Building Site,Rigging inspection not completed before lift.,Major,48.7,HIGH,Adverse,Night,82,0,5
INC-EXP-0611,2025-01-12,06:03,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,63.1,HIGH,Rain,Day,84,0,4
INC-EXP-0612,2025-05-11,06:56,Confined Space,Electrical Room,Permit-required confined space entry log not signed.,Moderate,29.8,MEDIUM,Clear,Day,91,0,3
INC-EXP-0613,2025-02-12,21:53,Vehicle Movement,Loading Area,Unattended vehicle left idling on active haul road.,Near Miss,44.8,MEDIUM,Adverse,Night,81,0,7
INC-EXP-0614,2024-08-31,16:40,Scaffolding,Building Site,Overloaded scaffold bay holding excess brick pallets.,Near Miss,19.6,LOW,Clear,Day,100,0,5
INC-EXP-0615,2024-01-19,14:10,Lifting,Warehouse,Tag line omitted during crane load swinging operation.,Minor,54.8,HIGH,Windy,Day,61,0,7
INC-EXP-0616,2024-03-14,13:38,Lifting,Loading Area,Crane outrigger placed on uncompacted soil.,Near Miss,15.0,LOW,Clear,Day,88,0,3
INC-EXP-0617,2024-03-01,13:44,Excavation,Road/Access Area,Excavation depth exceeded benching ratio requirements.,Near Miss,35.1,MEDIUM,Clear,Day,91,1,7
INC-EXP-0618,2024-10-05,08:04,Lifting,Building Site,Sling showing visible wear used during heavy assembly hoist.,Moderate,33.5,MEDIUM,Clear,Day,79,0,7
INC-EXP-0619,2024-11-10,18:39,Welding,Building Site,Welding cables crossing wet floor without insulation mats.,Major,53.4,HIGH,Adverse,Day,68,0,2
INC-EXP-0620,2025-12-17,17:04,Housekeeping,Warehouse,Liquid chemical spill without containment barrier.,Minor,41.1,MEDIUM,Rain,Day,49,0,3
INC-EXP-0621,2024-09-04,13:19,Scaffolding,Scaffolding Area,Damaged ladder rung on internal scaffold access tower.,Moderate,38.9,MEDIUM,Clear,Day,83,1,3
INC-EXP-0622,2025-03-16,09:46,Scaffolding,Building Site,Missing guardrail on scaffold platform.,Minor,68.7,CRITICAL,Rain,Day,77,1,11
INC-EXP-0623,2025-08-01,08:29,Welding,Building Site,Welding screen missing in shared work area.,Moderate,42.7,MEDIUM,Clear,Day,80,0,13
INC-EXP-0624,2025-02-24,12:38,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Major,60.3,HIGH,Adverse,Day,40,0,8
INC-EXP-0625,2026-01-03,07:25,Excavation,Excavation Area,Trench box not extended above trench crest in loose soil.,Near Miss,46.1,MEDIUM,Adverse,Day,95,0,6
INC-EXP-0626,2025-04-12,21:24,Material Handling,Warehouse,Unsecured pipes stored on slope without chocks.,Near Miss,18.9,LOW,Clear,Night,85,1,6
INC-EXP-0627,2025-12-11,17:22,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Moderate,36.6,MEDIUM,Rain,Day,87,0,6
INC-EXP-0628,2024-09-08,10:12,Welding,Warehouse,Welding conducted near flammable materials.,Minor,31.3,MEDIUM,Clear,Day,79,0,9
INC-EXP-0629,2025-10-11,18:54,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Major,48.9,HIGH,Rain,Day,84,0,3
INC-EXP-0630,2025-10-11,16:17,Welding,Warehouse,Inadequate ventilation observed during welding task.,Moderate,65.4,CRITICAL,Windy,Day,79,2,3
INC-EXP-0631,2024-09-16,17:43,Working at Height,Building Site,Worker observed near roof edge without guardrail.,Near Miss,57.4,HIGH,Adverse,Day,78,0,3
INC-EXP-0632,2025-11-20,13:38,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Moderate,20.0,LOW,Rain,Day,91,0,6
INC-EXP-0633,2024-07-21,13:26,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Moderate,68.5,CRITICAL,Rain,Day,76,0,6
INC-EXP-0634,2024-04-21,06:13,Scaffolding,Building Site,Missing guardrail on scaffold platform.,Minor,34.2,MEDIUM,Clear,Day,74,0,1
INC-EXP-0635,2025-06-21,15:51,Vehicle Movement,Road/Access Area,Reversing alarm inoperative on earthmoving equipment.,Near Miss,71.3,CRITICAL,Adverse,Day,77,1,6
INC-EXP-0636,2025-12-20,12:37,Working at Height,Building Site,Improper harness inspection before elevated decking task.,Minor,49.3,HIGH,Windy,Day,100,1,3
INC-EXP-0637,2024-11-05,12:18,Excavation,Excavation Area,Spoil pile placed too close to excavation edge.,Major,68.2,CRITICAL,Adverse,Day,42,0,6
INC-EXP-0638,2024-02-01,14:42,Welding,Building Site,Welding conducted near flammable materials.,Major,49.2,HIGH,Adverse,Day,78,0,4
INC-EXP-0639,2025-07-01,13:03,Excavation,Excavation Area,Water accumulation undermining trench base after rain.,Minor,43.0,MEDIUM,Rain,Day,74,0,7
INC-EXP-0640,2024-02-10,15:11,Vehicle Movement,Road/Access Area,Reversing alarm inoperative on earthmoving equipment.,Moderate,51.3,HIGH,Clear,Day,68,0,11
INC-EXP-0641,2025-06-14,19:40,Working at Height,Building Site,Worker observed near roof edge without guardrail.,Major,41.6,MEDIUM,Clear,Night,82,0,3
INC-EXP-0642,2024-04-17,22:04,Vehicle Movement,Loading Area,Reversing alarm inoperative on earthmoving equipment.,Minor,59.0,HIGH,Adverse,Night,80,1,4
INC-EXP-0643,2025-05-09,15:33,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Major,27.8,LOW,Clear,Day,59,0,5
INC-EXP-0644,2024-02-11,09:50,Lifting,Warehouse,Improper lifting zone setup observed.,Minor,33.7,MEDIUM,Rain,Day,89,0,2
INC-EXP-0645,2025-08-22,08:07,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Near Miss,44.8,MEDIUM,Clear,Day,92,0,6
INC-EXP-0646,2025-03-21,16:49,Confined Space,Electrical Room,Permit-required confined space entry log not signed.,Major,30.1,MEDIUM,Clear,Day,74,0,4
INC-EXP-0647,2024-11-17,13:57,Excavation,Road/Access Area,Trench box not extended above trench crest in loose soil.,Near Miss,45.9,MEDIUM,Clear,Day,78,1,5
INC-EXP-0648,2024-01-18,22:23,Vehicle Movement,Loading Area,Vehicle observed exceeding site speed limit.,Near Miss,58.8,HIGH,Clear,Night,59,1,3
INC-EXP-0649,2025-09-01,14:08,Material Handling,Warehouse,Pallet racking upright bent by handling equipment.,Moderate,46.1,MEDIUM,Adverse,Day,67,0,8
INC-EXP-0650,2024-06-05,08:21,Welding,Warehouse,Welding conducted near flammable materials.,Near Miss,22.8,LOW,Clear,Day,86,1,1
INC-EXP-0651,2025-07-25,16:39,Electrical Work,Electrical Room,Arc flash PPE missing during high-voltage switchgear testing.,Near Miss,44.8,MEDIUM,Clear,Day,88,1,4
INC-EXP-0652,2025-02-26,10:29,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Near Miss,32.6,MEDIUM,Windy,Day,79,0,4
INC-EXP-0653,2024-06-17,17:55,Electrical Work,Building Site,Exposed wiring near a wet work area.,Moderate,41.6,MEDIUM,Clear,Day,76,0,2
INC-EXP-0654,2024-12-19,08:14,Excavation,Excavation Area,No safe access/egress ladder provided in trench.,Minor,57.6,HIGH,Clear,Day,61,0,6
INC-EXP-0655,2024-05-14,06:04,Working at Height,Scaffolding Area,Improper harness inspection before elevated decking task.,Minor,50.6,HIGH,Clear,Day,76,0,10
INC-EXP-0656,2025-06-23,20:01,Scaffolding,Building Site,Scaffold tie-backs removed prematurely during cladding.,Minor,31.6,MEDIUM,Clear,Night,83,0,1
INC-EXP-0657,2025-04-23,17:49,Electrical Work,Electrical Room,Absence of GFCI protection on portable power tools.,Minor,52.1,HIGH,Clear,Day,79,2,3
INC-EXP-0658,2025-06-24,09:28,Scaffolding,Building Site,Scaffold tie-backs removed prematurely during cladding.,Near Miss,42.6,MEDIUM,Clear,Day,98,1,3
INC-EXP-0659,2024-11-03,11:44,Excavation,Road/Access Area,Trench box not extended above trench crest in loose soil.,Near Miss,31.0,MEDIUM,Clear,Day,89,0,1
INC-EXP-0660,2024-07-19,13:38,Electrical Work,Building Site,Absence of GFCI protection on portable power tools.,Moderate,44.4,MEDIUM,Rain,Day,90,1,9
INC-EXP-0661,2024-03-14,06:55,Excavation,Excavation Area,Trench box not extended above trench crest in loose soil.,Major,65.2,CRITICAL,Windy,Day,86,2,1
INC-EXP-0662,2025-08-12,15:50,Lifting,Loading Area,Tag line omitted during crane load swinging operation.,Near Miss,46.8,MEDIUM,Clear,Day,64,0,7
INC-EXP-0663,2024-08-19,14:59,Material Handling,Warehouse,Pallet racking upright bent by handling equipment.,Near Miss,3.1,LOW,Clear,Day,95,0,6
INC-EXP-0664,2024-03-29,09:14,Excavation,Excavation Area,Inadequate barricading around excavation area.,Near Miss,35.4,MEDIUM,Windy,Day,97,0,7
INC-EXP-0665,2024-12-23,11:25,Scaffolding,Building Site,Missing toe-boards on working platform exceeding six feet.,Minor,56.3,HIGH,Adverse,Day,74,0,5
INC-EXP-0666,2024-07-16,20:18,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Near Miss,47.5,MEDIUM,Rain,Night,68,1,4
INC-EXP-0667,2025-08-30,22:11,Vehicle Movement,Loading Area,Vehicle observed exceeding site speed limit.,Near Miss,31.8,MEDIUM,Clear,Night,72,0,8
INC-EXP-0668,2025-11-26,13:43,Lifting,Loading Area,Crane outrigger placed on uncompacted soil.,Near Miss,35.7,MEDIUM,Clear,Day,74,0,2
INC-EXP-0669,2025-03-29,10:51,Working at Height,Roof,Unprotected edge observed during elevated work.,Moderate,58.1,HIGH,Clear,Day,74,1,4
INC-EXP-0670,2025-01-23,11:52,Vehicle Movement,Road/Access Area,Vehicle reversing without a spotter present.,Near Miss,30.0,MEDIUM,Clear,Day,85,0,1
INC-EXP-0671,2024-02-03,14:08,Working at Height,Scaffolding Area,Unprotected edge observed during elevated work.,Moderate,63.3,HIGH,Adverse,Day,76,0,6
INC-EXP-0672,2024-11-17,07:59,Material Handling,Warehouse,Excessive repetitive lifting without job rotation.,Near Miss,11.1,LOW,Clear,Day,80,0,6
INC-EXP-0673,2025-05-09,23:05,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Near Miss,44.6,MEDIUM,Rain,Night,87,1,6
INC-EXP-0674,2024-12-14,22:12,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,8.0,LOW,Clear,Night,93,0,7
INC-EXP-0675,2024-01-03,08:28,Electrical Work,Building Site,Damaged electrical cable observed.,Major,48.3,HIGH,Adverse,Day,99,1,4
INC-EXP-0676,2026-01-03,06:09,Excavation,Excavation Area,Underground utility markers ignored near mechanical digging.,Near Miss,47.0,MEDIUM,Clear,Day,85,0,1
INC-EXP-0677,2025-06-29,12:36,Vehicle Movement,Road/Access Area,Unattended vehicle left idling on active haul road.,Near Miss,41.9,MEDIUM,Clear,Day,77,1,3
INC-EXP-0678,2025-03-21,22:43,Welding,Building Site,Welding cables crossing wet floor without insulation mats.,Moderate,33.1,MEDIUM,Clear,Night,92,1,5
INC-EXP-0679,2025-01-13,20:56,Confined Space,Excavation Area,Restricted egress portal partially blocked by ventilation ducting.,Near Miss,49.8,HIGH,Windy,Night,99,0,4
INC-EXP-0680,2026-01-19,07:41,Working at Height,Scaffolding Area,Ladder used beyond recommended height without stabilization.,Minor,55.6,HIGH,Windy,Day,100,1,9
INC-EXP-0681,2024-09-18,13:18,Lifting,Loading Area,Tag line omitted during crane load swinging operation.,Near Miss,28.3,MEDIUM,Clear,Day,88,0,8
INC-EXP-0682,2024-12-11,06:23,Confined Space,Electrical Room,Communication failure between entrant and safety attendant.,Near Miss,38.4,MEDIUM,Clear,Day,76,0,8
INC-EXP-0683,2024-01-23,10:45,Welding,Building Site,Inadequate ventilation observed during welding task.,Moderate,60.3,HIGH,Rain,Day,55,1,7
INC-EXP-0684,2025-08-26,09:15,Working at Height,Roof,Unsecured tools at elevated height posing drop hazard.,Minor,32.5,MEDIUM,Rain,Day,90,0,5
INC-EXP-0685,2025-01-01,12:59,Welding,Building Site,Inadequate fume extraction during galvanized steel welding.,Moderate,49.7,HIGH,Clear,Day,58,1,7
INC-EXP-0686,2025-11-10,22:26,Scaffolding,Building Site,Damaged ladder rung on internal scaffold access tower.,Moderate,55.8,HIGH,Clear,Night,57,0,6
INC-EXP-0687,2024-07-04,17:41,Excavation,Excavation Area,Underground utility markers ignored near mechanical digging.,Moderate,55.7,HIGH,Rain,Day,77,0,12
INC-EXP-0688,2024-12-26,18:39,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Major,34.7,MEDIUM,Adverse,Day,87,1,4
INC-EXP-0689,2025-03-15,11:23,Vehicle Movement,Loading Area,Blind spot hazard noted at site access road.,Near Miss,50.1,HIGH,Windy,Day,60,0,5
INC-EXP-0690,2024-01-20,22:50,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Minor,54.7,HIGH,Rain,Night,72,1,3
INC-EXP-0691,2024-04-17,15:02,Lifting,Building Site,Tag line omitted during crane load swinging operation.,Near Miss,19.8,LOW,Clear,Day,97,0,4
INC-EXP-0692,2024-12-19,15:26,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Minor,41.1,MEDIUM,Rain,Day,88,0,3
INC-EXP-0693,2024-04-16,21:08,Excavation,Excavation Area,Spoil pile placed too close to excavation edge.,Moderate,52.3,HIGH,Clear,Night,69,0,6
INC-EXP-0694,2025-06-06,08:58,Material Handling,Loading Area,Excessive repetitive lifting without job rotation.,Minor,25.1,LOW,Adverse,Day,87,0,9
INC-EXP-0695,2024-08-14,08:41,Electrical Work,Building Site,Arc flash PPE missing during high-voltage switchgear testing.,Moderate,48.6,HIGH,Clear,Day,69,0,5
INC-EXP-0696,2025-10-16,15:59,Confined Space,Electrical Room,Continuous gas monitor calibrated incorrectly before entry.,Minor,75.8,CRITICAL,Clear,Day,69,1,2
INC-EXP-0697,2024-06-25,23:04,Lifting,Loading Area,Rigging inspection not completed before lift.,Minor,45.8,MEDIUM,Clear,Night,73,2,6
INC-EXP-0698,2024-06-09,18:58,Working at Height,Building Site,Work on leading edge without adequate perimeter protection.,Moderate,50.3,HIGH,Clear,Day,43,0,10
INC-EXP-0699,2024-12-30,19:45,Material Handling,Warehouse,Excessive repetitive lifting without job rotation.,Near Miss,37.1,MEDIUM,Windy,Night,69,0,7
INC-EXP-0700,2025-06-17,08:15,Welding,Building Site,Welding screen missing in shared work area.,Moderate,27.1,LOW,Clear,Day,72,0,3
INC-EXP-0701,2025-06-26,17:18,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Moderate,53.8,HIGH,Clear,Day,76,0,8
INC-EXP-0702,2024-06-11,11:13,Material Handling,Loading Area,Improper storage of materials near a walkway.,Moderate,29.1,MEDIUM,Adverse,Day,84,0,4
INC-EXP-0703,2025-10-09,08:35,Electrical Work,Electrical Room,Overloaded circuit breaker showing signs of overheating.,Near Miss,27.0,LOW,Clear,Day,79,0,7
INC-EXP-0704,2025-01-29,14:09,Working at Height,Scaffolding Area,Ladder used beyond recommended height without stabilization.,Moderate,63.7,HIGH,Clear,Day,72,1,6
INC-EXP-0705,2024-06-25,21:00,Working at Height,Scaffolding Area,Work on leading edge without adequate perimeter protection.,Minor,67.3,CRITICAL,Rain,Night,74,2,7
INC-EXP-0706,2025-12-07,19:10,Lifting,Loading Area,Sling showing visible wear used during heavy assembly hoist.,Minor,28.6,MEDIUM,Clear,Night,100,0,6
INC-EXP-0707,2024-04-20,08:36,Working at Height,Roof,Work on leading edge without adequate perimeter protection.,Major,65.7,CRITICAL,Clear,Day,63,0,11
INC-EXP-0708,2025-03-05,16:32,Electrical Work,Building Site,Exposed wiring near a wet work area.,Minor,42.0,MEDIUM,Clear,Day,65,0,9
INC-EXP-0709,2025-11-12,12:35,Excavation,Excavation Area,Water accumulation undermining trench base after rain.,Moderate,49.1,HIGH,Adverse,Day,89,0,7
INC-EXP-0710,2024-09-10,22:52,Welding,Warehouse,Fire watch not posted during hot work.,Minor,37.0,MEDIUM,Clear,Night,67,0,10
INC-EXP-0711,2025-04-22,11:24,Electrical Work,Electrical Room,Overloaded circuit breaker showing signs of overheating.,Major,60.5,HIGH,Rain,Day,87,2,8
INC-EXP-0712,2025-07-03,18:53,Scaffolding,Building Site,Missing toe-boards on working platform exceeding six feet.,Moderate,37.2,MEDIUM,Clear,Day,76,0,8
INC-EXP-0713,2024-06-07,23:05,Lifting,Loading Area,Rigging inspection not completed before lift.,Moderate,48.3,HIGH,Windy,Night,56,0,8
